DATE	GE	NEP	FAN	ENPH	FSLR	FTEK	RUN	PZD	FCEL	TSLA
18/12/2015	25.91	23.88	9.64	3.01	63.41	1.84	13.74	27.83	66.60	46.09
21/12/2015	26.01	24.26	9.64	3.59	65.74	1.83	13.40	27.89	67.56	46.51
22/12/2015	26.09	25.08	9.80	3.54	64.99	1.82	11.60	28.26	65.88	45.99
23/12/2015	26.48	24.53	9.93	3.68	66.17	1.83	11.88	28.60	66.12	45.94
24/12/2015	26.38	24.13	9.93	3.62	66.92	1.82	12.19	28.79	65.76	46.11
28/12/2015	26.44	24.04	9.90	3.59	66.40	1.78	11.67	28.49	63.24	45.79
29/12/2015	26.76	24.35	9.95	3.46	66.41	1.78	11.70	28.87	62.76	47.44
30/12/2015	26.57	24.23	9.88	3.50	66.99	1.78	11.72	28.64	61.56	47.62
31/12/2015	26.65	24.26	9.79	3.51	65.99	1.89	11.77	28.39	59.52	48.00
04/01/2016	26.28	23.75	9.68	3.49	66.72	1.80	11.21	27.90	66.96	44.68
05/01/2016	26.30	23.25	9.69	3.35	72.03	1.98	9.61	27.86	70.56	44.69
06/01/2016	25.88	22.98	9.53	3.16	69.52	1.77	10.20	27.31	74.04	43.81
07/01/2016	24.79	22.03	9.42	3.00	66.22	1.84	9.21	26.49	63.84	43.13
08/01/2016	24.34	22.82	9.30	2.99	65.62	1.81	9.75	26.29	73.92	42.20
11/01/2016	24.45	23.20	9.21	2.80	65.42	1.81	9.31	25.92	70.56	41.57
12/01/2016	24.51	23.29	9.21	2.71	65.22	1.79	8.67	26.25	66.00	41.99
13/01/2016	24.16	21.11	9.09	2.50	61.37	1.75	8.25	25.42	62.40	40.06
14/01/2016	24.86	22.70	9.27	2.35	61.78	1.78	8.00	25.64	61.44	41.24
15/01/2016	24.38	21.68	8.81	2.19	61.32	1.65	7.75	24.89	59.16	41.00
19/01/2016	24.38	21.40	8.90	2.19	61.49	1.66	7.40	25.09	59.40	40.94
20/01/2016	23.96	20.75	8.75	2.04	61.27	1.77	8.54	24.80	59.04	39.74
21/01/2016	24.46	20.22	8.68	2.46	63.23	1.81	8.97	24.99	60.24	39.99
22/01/2016	24.16	20.99	8.92	2.36	66.44	1.91	8.79	25.41	63.60	40.51
25/01/2016	23.99	20.41	8.86	2.31	64.14	1.77	8.41	25.00	60.60	39.28
26/01/2016	24.22	21.54	9.02	2.34	67.40	1.80	8.73	25.56	62.64	38.71
27/01/2016	23.96	21.33	9.01	2.26	65.64	1.72	8.34	25.37	62.76	37.61
28/01/2016	24.14	21.20	9.08	2.31	65.88	1.74	10.05	25.38	62.52	37.94
29/01/2016	24.90	21.93	9.33	2.43	68.66	1.79	9.52	25.97	63.96	38.24
01/02/2016	24.51	22.14	9.32	2.39	69.13	1.80	8.94	26.00	63.36	39.39
02/02/2016	24.16	21.66	9.12	2.21	66.13	1.78	8.34	25.41	60.72	36.56
03/02/2016	24.53	23.72	9.24	2.31	66.49	1.81	8.10	25.81	61.08	34.70
04/02/2016	24.97	24.01	9.24	2.31	67.20	1.76	8.05	26.17	62.28	35.07
05/02/2016	24.42	23.97	9.12	2.13	65.07	1.76	7.96	25.70	60.84	32.52
08/02/2016	24.10	23.87	8.76	2.09	64.18	1.63	7.60	25.04	59.16	29.60
09/02/2016	24.20	22.34	8.85	1.94	66.48	1.56	7.20	25.30	57.72	29.65
10/02/2016	24.21	21.38	8.81	1.90	64.41	1.60	6.07	25.31	57.36	28.73
11/02/2016	23.49	20.46	8.65	1.83	61.36	1.67	5.08	25.14	56.40	30.09
12/02/2016	24.18	21.63	8.66	1.95	60.99	1.57	5.04	25.18	57.36	30.21
16/02/2016	24.69	22.36	8.99	2.13	63.05	1.59	4.96	25.96	59.76	31.03
17/02/2016	25.10	22.21	9.06	2.24	63.47	1.65	5.33	26.72	62.04	33.74
18/02/2016	24.88	22.77	8.98	2.10	63.54	1.53	5.63	26.61	62.04	33.35
19/02/2016	24.83	22.52	8.98	2.14	62.76	1.55	5.41	26.50	59.64	33.32
22/02/2016	25.16	23.13	9.04	2.21	64.23	1.55	5.06	26.84	61.68	35.55
23/02/2016	25.00	21.24	8.93	2.35	61.79	1.52	5.16	26.63	59.16	35.44
24/02/2016	24.78	21.27	8.88	1.98	69.45	1.50	5.06	26.42	61.44	35.80
25/02/2016	25.21	21.34	9.00	1.96	72.25	1.50	5.30	26.72	60.24	37.49
26/02/2016	25.36	21.33	8.90	1.92	70.25	1.57	5.51	26.85	64.08	38.07
29/02/2016	25.13	21.33	9.00	2.33	71.87	1.55	5.62	26.96	68.52	38.39
01/03/2016	25.77	21.44	9.07	2.44	69.02	1.56	5.47	27.62	67.56	37.27
02/03/2016	26.03	21.29	9.14	2.61	69.14	1.57	6.10	27.50	72.24	37.67
03/03/2016	26.06	21.05	9.30	3.33	69.71	1.62	6.40	27.74	77.40	39.15
04/03/2016	26.27	20.59	9.47	3.05	69.52	1.59	6.21	27.96	76.68	40.21
07/03/2016	26.12	21.18	9.45	3.30	69.18	1.64	6.60	28.01	81.60	41.06
08/03/2016	25.93	21.06	9.35	2.92	66.87	1.69	6.68	27.65	76.92	40.52
09/03/2016	25.92	21.55	9.27	3.11	68.49	1.84	6.65	27.79	84.84	41.74
10/03/2016	25.82	21.54	9.44	2.94	69.25	1.84	7.15	27.62	74.52	41.04
11/03/2016	26.17	21.29	9.56	2.94	70.32	1.72	6.36	28.12	76.32	41.50
14/03/2016	26.11	21.29	9.61	2.82	70.89	1.74	6.36	28.12	86.88	43.03
15/03/2016	26.12	21.46	9.61	2.67	70.78	1.75	6.31	27.98	84.84	43.67
16/03/2016	26.02	21.69	9.68	2.56	72.06	1.78	6.63	28.28	86.40	44.39
17/03/2016	26.70	21.28	9.81	2.70	73.21	1.82	6.90	28.81	92.64	45.28
18/03/2016	26.67	21.42	9.84	2.63	72.44	1.73	6.69	28.83	95.88	46.55
21/03/2016	26.81	21.39	9.91	2.54	71.24	1.74	6.72	28.72	90.60	47.66
22/03/2016	26.79	21.53	9.92	2.46	71.29	1.75	6.57	28.71	89.52	46.85
23/03/2016	26.80	21.40	9.72	2.26	68.23	1.75	6.36	28.47	82.20	44.52
24/03/2016	26.83	21.98	9.59	2.21	68.46	1.81	6.24	28.17	83.28	45.55
28/03/2016	27.16	22.01	9.66	2.13	68.40	1.80	6.47	28.42	81.24	46.05
29/03/2016	27.15	22.20	9.94	2.14	69.30	1.80	6.40	28.90	83.88	46.03
30/03/2016	27.45	22.28	9.99	2.29	68.97	1.85	6.47	29.16	80.64	45.38
31/03/2016	27.42	22.35	10.07	2.33	68.47	1.75	6.48	29.11	81.24	45.95
01/04/2016	27.54	22.18	10.13	2.39	67.48	1.73	6.44	28.83	78.72	47.52
04/04/2016	26.94	21.70	9.99	2.57	67.24	1.75	6.30	28.78	78.84	49.40
05/04/2016	26.72	21.47	9.87	2.59	62.42	1.79	6.57	28.41	78.60	51.09
06/04/2016	26.65	21.38	9.89	2.58	62.76	1.69	6.97	28.48	79.68	53.08
07/04/2016	26.42	21.59	9.74	2.45	61.26	1.66	6.78	28.13	77.28	51.44
08/04/2016	26.56	21.88	9.92	2.31	60.63	1.60	6.75	28.41	77.40	50.01
11/04/2016	26.49	21.69	9.94	2.32	59.96	1.62	6.74	28.64	80.52	49.98
12/04/2016	26.57	21.57	10.05	2.39	60.34	1.62	6.74	28.36	85.32	49.56
13/04/2016	26.72	21.86	10.18	2.56	61.65	1.61	6.87	28.90	87.00	50.91
14/04/2016	26.75	21.90	10.21	2.71	60.42	1.67	7.15	28.97	85.32	50.37
15/04/2016	26.76	22.06	10.14	2.57	59.59	1.65	7.04	28.57	83.52	50.90
18/04/2016	26.79	22.10	10.21	2.63	60.36	1.70	7.09	28.64	83.52	50.78
19/04/2016	26.87	21.99	10.35	2.53	60.52	1.70	7.02	29.37	81.84	49.47
20/04/2016	26.87	21.63	10.25	2.54	61.72	1.75	7.27	29.12	81.36	49.99
21/04/2016	26.72	22.58	10.12	2.49	61.94	1.71	7.76	29.37	80.76	49.66
22/04/2016	26.53	23.11	10.14	2.57	61.54	1.71	7.91	29.40	81.84	50.75
25/04/2016	26.46	23.11	10.16	2.50	60.39	1.72	7.60	29.04	78.96	50.36
26/04/2016	26.65	23.36	10.22	2.64	61.24	1.70	7.70	29.61	79.68	50.75
27/04/2016	26.68	23.95	10.31	2.68	62.03	1.70	8.39	29.92	78.36	50.29
28/04/2016	26.65	24.07	10.17	2.58	57.02	1.73	8.02	29.71	76.20	49.54
29/04/2016	26.52	23.75	10.34	2.51	55.84	1.73	7.88	29.05	71.52	48.15
02/05/2016	26.64	23.50	10.41	2.56	54.85	1.70	7.97	29.48	72.96	48.36
03/05/2016	26.42	22.81	10.16	2.46	52.85	1.65	7.59	28.86	68.16	46.46
04/05/2016	25.94	23.29	10.14	2.10	51.78	1.70	7.47	28.64	66.96	44.51
05/05/2016	25.78	23.20	10.12	2.08	51.96	1.68	7.27	28.74	70.68	42.31
06/05/2016	25.98	23.73	10.21	1.92	51.80	1.65	7.50	28.64	68.28	42.99
09/05/2016	25.76	24.09	10.20	1.93	50.60	1.66	7.39	28.49	67.92	41.78
10/05/2016	26.29	24.46	10.27	1.94	51.27	1.62	6.37	28.93	71.52	41.74
11/05/2016	26.17	24.14	10.28	1.90	50.74	1.65	6.37	28.97	70.08	41.79
12/05/2016	25.95	24.30	10.25	1.80	49.09	1.60	6.15	28.86	70.32	41.46
13/05/2016	25.56	24.16	10.12	1.77	48.56	1.59	6.61	28.83	71.76	41.52
16/05/2016	25.84	24.12	10.19	1.81	49.07	1.56	6.35	28.97	74.52	41.66
17/05/2016	25.62	23.69	10.14	1.79	48.51	1.57	6.02	28.79	75.48	40.93
18/05/2016	25.54	23.39	10.09	1.85	48.71	1.60	6.04	28.66	73.08	42.23
19/05/2016	25.32	23.51	10.03	1.84	47.09	1.57	6.08	28.60	71.52	43.04
20/05/2016	25.50	23.58	10.15	1.85	48.02	1.56	6.11	28.75	74.16	44.06
23/05/2016	25.43	23.29	10.13	1.98	49.04	1.56	6.35	28.87	73.80	43.24
24/05/2016	25.75	23.25	10.32	1.94	50.46	1.57	6.34	29.54	73.68	43.58
25/05/2016	25.95	23.00	10.35	2.05	50.56	1.52	6.29	29.69	77.04	43.92
26/05/2016	25.89	23.66	10.49	2.01	49.73	1.48	6.36	29.73	76.92	45.02
27/05/2016	25.98	23.54	10.48	2.11	49.90	1.57	6.41	29.86	81.48	44.61
31/05/2016	26.07	23.73	10.57	2.09	49.65	1.58	6.34	29.70	91.80	44.65
01/06/2016	25.97	23.83	10.68	2.09	50.07	1.58	6.24	29.89	96.00	43.91
02/06/2016	25.92	23.86	10.68	2.09	49.84	1.55	6.31	30.11	98.76	43.79
03/06/2016	25.82	24.04	10.81	2.01	49.25	1.57	6.07	30.23	98.64	43.80
06/06/2016	25.98	24.08	10.93	2.29	50.15	1.57	6.44	30.46	103.32	44.14
07/06/2016	26.00	24.10	11.07	2.23	50.55	1.58	6.43	30.65	91.44	46.47
08/06/2016	26.14	24.53	11.18	2.23	50.93	1.59	6.52	30.74	88.08	47.10
09/06/2016	26.08	24.17	11.18	2.10	50.45	1.57	6.43	30.39	73.44	45.87
10/06/2016	25.91	23.95	10.89	2.03	48.51	1.58	6.30	29.70	70.80	43.76
13/06/2016	25.73	23.86	10.63	1.94	47.79	1.52	6.06	29.13	64.92	43.57
14/06/2016	26.25	23.30	10.50	2.00	47.89	1.54	5.91	29.00	64.80	42.99
15/06/2016	26.38	23.25	10.56	2.07	48.20	1.49	6.01	29.50	65.16	43.54
16/06/2016	26.63	23.30	10.65	2.01	48.39	1.54	6.03	29.31	63.84	43.59
17/06/2016	26.59	23.39	10.80	2.12	48.52	1.48	6.02	29.31	66.36	43.09
20/06/2016	26.79	23.46	10.87	2.14	49.32	1.51	6.18	29.83	65.64	43.94
21/06/2016	26.89	24.04	10.85	2.15	48.91	1.54	6.23	29.91	65.16	43.92
22/06/2016	26.75	24.21	10.94	2.13	48.62	1.56	5.90	29.92	63.96	39.33
23/06/2016	27.10	24.46	11.23	2.28	48.65	1.53	5.89	30.37	66.00	39.28
24/06/2016	25.91	23.95	10.41	2.08	46.02	1.43	5.59	28.36	62.40	38.63
27/06/2016	25.48	23.96	10.23	1.91	44.23	1.41	5.22	27.40	65.40	39.71
28/06/2016	26.02	24.35	10.45	1.95	46.37	1.45	5.49	27.87	69.48	40.36
29/06/2016	26.55	24.93	10.76	1.89	48.09	1.45	5.65	28.39	75.60	42.04
30/06/2016	27.36	25.27	10.92	1.99	48.48	1.48	5.93	28.74	74.64	42.46
01/07/2016	27.37	25.23	10.96	1.96	48.49	1.72	5.44	28.99	76.44	43.30
05/07/2016	27.33	25.70	10.76	1.90	47.77	1.61	5.14	28.40	71.28	42.80
06/07/2016	27.58	25.98	10.72	1.89	49.13	1.67	5.10	28.30	70.08	42.89
07/07/2016	27.65	25.42	10.69	1.89	44.34	1.62	5.14	28.42	69.96	43.19
08/07/2016	27.98	25.67	10.83	1.96	45.60	1.68	5.08	28.95	68.76	43.36
11/07/2016	27.99	25.84	11.03	2.06	46.49	1.68	5.09	29.35	66.36	44.96
12/07/2016	28.03	25.75	11.11	2.05	46.99	1.69	5.25	29.66	64.68	44.93
13/07/2016	28.12	25.90	11.13	1.96	46.20	1.66	5.12	29.62	63.72	44.51
14/07/2016	28.36	25.54	11.20	1.90	47.35	1.64	5.13	29.97	64.68	44.31
15/07/2016	28.57	25.97	11.12	1.88	47.73	1.64	5.07	29.85	63.00	44.08
18/07/2016	28.60	25.58	11.10	1.89	47.95	1.59	5.21	30.01	64.68	45.25
19/07/2016	28.62	25.78	11.09	1.82	47.74	1.70	5.15	29.84	63.96	45.05
20/07/2016	28.49	25.77	11.16	1.84	48.43	1.68	5.27	30.15	65.64	45.67
21/07/2016	28.32	26.06	11.15	1.85	48.33	1.65	5.12	29.97	65.76	44.10
22/07/2016	27.86	26.39	11.16	1.85	48.12	1.69	5.13	30.10	65.64	44.45
25/07/2016	27.50	26.38	11.13	1.76	47.99	1.72	5.08	29.92	65.88	46.00
26/07/2016	27.35	26.39	11.25	1.78	48.58	1.72	5.08	30.19	65.04	45.90
27/07/2016	27.18	25.97	11.25	1.81	48.55	1.67	5.26	30.26	65.16	45.70
28/07/2016	27.16	25.91	11.30	1.80	47.13	1.66	5.11	30.38	65.04	46.12
29/07/2016	27.06	25.97	11.33	1.80	46.68	1.59	5.18	30.40	64.68	46.96
01/08/2016	27.07	25.46	11.29	1.81	47.38	1.62	5.07	30.61	62.76	46.00
02/08/2016	26.98	25.13	11.24	1.79	47.76	1.62	5.00	30.41	62.40	45.44
03/08/2016	27.05	25.42	11.19	1.79	49.24	1.65	4.94	30.42	61.20	45.16
04/08/2016	27.09	25.52	11.37	1.80	43.72	1.68	4.96	30.62	60.84	46.12
05/08/2016	27.18	25.63	11.36	1.89	44.11	1.61	5.19	30.89	63.24	46.01
08/08/2016	27.17	25.16	11.34	1.93	43.81	1.62	5.56	31.02	64.80	45.23
09/08/2016	27.20	25.53	11.35	1.98	41.66	1.63	5.50	31.20	63.12	45.82
10/08/2016	27.17	25.88	11.36	1.83	38.66	1.48	5.22	30.82	63.12	45.13
11/08/2016	27.19	25.84	11.41	1.78	39.01	1.45	5.41	31.16	63.24	44.98
12/08/2016	27.15	26.27	11.39	1.78	38.79	1.39	6.23	31.20	62.40	45.12
15/08/2016	27.15	26.20	11.47	1.89	38.33	1.41	6.21	31.46	64.32	45.12
16/08/2016	27.10	25.78	11.43	1.82	37.74	1.49	6.09	31.38	62.88	44.72
17/08/2016	27.19	25.60	11.39	1.83	36.89	1.39	5.95	31.11	63.60	44.65
18/08/2016	27.31	25.76	11.59	1.89	37.52	1.43	6.03	31.43	63.60	44.70
19/08/2016	27.16	25.95	11.53	1.95	37.80	1.40	5.98	31.51	64.20	45.00
22/08/2016	27.22	25.66	11.57	1.90	37.68	1.39	6.00	31.55	62.76	44.59
23/08/2016	27.14	26.01	11.62	1.92	37.45	1.40	6.10	31.82	64.08	44.97
24/08/2016	27.13	25.90	11.57	1.87	37.32	1.41	5.99	31.85	61.92	44.52
25/08/2016	27.12	25.90	11.57	1.84	37.04	1.42	6.00	31.77	62.64	44.19
26/08/2016	27.14	25.63	11.56	1.81	37.53	1.38	5.95	31.66	63.12	44.00
29/08/2016	27.25	25.02	11.56	1.84	37.59	1.41	6.00	31.68	64.08	43.04
30/08/2016	27.26	24.77	11.51	1.84	38.25	1.38	6.01	31.69	63.36	42.27
31/08/2016	27.15	24.49	11.50	1.82	37.82	1.39	6.08	31.38	61.92	42.40
01/09/2016	27.11	24.50	11.55	1.82	38.44	1.44	6.06	31.65	61.92	40.15
02/09/2016	27.19	24.89	11.69	1.82	38.18	1.42	6.12	32.07	63.36	39.56
06/09/2016	26.98	25.43	11.88	1.85	38.98	1.43	6.22	32.09	63.72	40.57
07/09/2016	26.99	25.85	11.94	1.82	38.49	1.35	6.11	32.25	63.24	40.34
08/09/2016	26.97	25.82	11.89	1.80	38.47	1.37	6.19	32.12	63.60	39.47
09/09/2016	26.17	24.30	11.73	1.80	37.13	1.37	6.06	31.42	62.16	38.89
12/09/2016	26.50	24.34	11.73	1.80	37.43	1.34	6.10	31.54	61.56	39.66
13/09/2016	25.94	23.75	11.58	1.75	36.42	1.32	5.66	31.15	60.60	39.21
14/09/2016	25.81	23.77	11.56	1.70	35.03	1.34	5.54	31.00	60.48	39.28
15/09/2016	26.06	23.80	11.55	1.67	35.35	1.35	5.52	31.30	60.84	40.08
16/09/2016	25.99	23.76	11.46	1.44	34.82	1.45	5.38	31.25	60.60	41.08
19/09/2016	25.78	24.40	11.56	1.48	34.42	1.42	5.42	31.45	61.20	41.27
20/09/2016	25.99	24.18	11.59	1.40	34.00	1.32	5.45	31.39	60.96	40.93
21/09/2016	26.14	24.47	11.80	1.48	34.03	1.41	5.57	31.76	64.08	41.04
22/09/2016	26.31	24.58	11.82	1.67	35.42	1.43	5.75	32.37	63.60	41.29
23/09/2016	26.18	24.53	11.71	1.20	37.06	1.48	5.92	32.14	63.48	41.49
26/09/2016	25.87	24.02	11.66	1.20	37.25	1.49	6.03	31.78	63.24	41.80
27/09/2016	26.17	23.72	11.62	1.20	39.09	1.45	6.16	31.78	63.36	41.16
28/09/2016	26.19	23.80	11.75	1.19	39.08	1.40	6.23	32.11	64.80	41.25
29/09/2016	25.86	23.41	11.64	1.20	39.08	1.40	6.24	31.81	64.20	40.14
30/09/2016	25.94	23.52	11.61	1.18	39.49	1.40	6.30	32.20	65.04	40.81
03/10/2016	25.96	22.88	11.64	1.19	38.57	1.40	6.17	32.11	65.52	42.74
04/10/2016	25.84	22.25	11.58	1.20	38.21	1.41	5.91	32.04	66.00	42.28
05/10/2016	25.84	22.57	11.61	1.19	39.74	1.42	6.26	32.31	66.24	41.69
06/10/2016	25.63	22.52	11.53	1.21	39.75	1.40	6.12	32.14	65.16	40.20
07/10/2016	25.47	22.88	11.41	1.16	37.58	1.42	6.49	31.88	62.64	39.32
10/10/2016	25.28	22.36	11.41	1.06	38.58	1.37	6.91	31.75	63.60	40.19
11/10/2016	25.33	22.20	11.20	1.07	38.28	1.38	7.02	31.24	60.60	40.02
12/10/2016	25.31	22.51	11.20	1.09	38.24	1.39	6.81	31.21	61.20	40.30
13/10/2016	25.20	22.20	11.20	1.10	38.68	1.39	6.54	31.20	59.40	40.05
14/10/2016	25.30	22.73	11.27	1.14	39.47	1.41	6.38	31.23	60.00	39.30
17/10/2016	25.27	22.90	11.33	1.15	39.30	1.36	6.42	31.23	58.20	38.79
18/10/2016	25.38	23.51	11.47	1.13	39.57	1.35	6.53	31.37	58.80	39.82
19/10/2016	25.45	23.63	11.51	1.12	41.92	1.31	6.65	31.44	61.20	40.71
20/10/2016	25.46	24.03	11.54	1.15	42.08	1.32	6.67	31.18	63.60	39.82
21/10/2016	25.38	24.15	11.47	1.16	42.25	1.34	6.27	31.05	61.20	40.02
24/10/2016	25.33	23.95	11.47	1.14	40.87	1.30	6.08	31.14	62.40	40.55
25/10/2016	25.09	23.70	11.45	1.11	40.68	1.32	5.98	30.89	45.00	40.47
26/10/2016	25.28	23.92	11.46	1.06	41.11	1.31	5.53	30.82	44.40	40.45
27/10/2016	25.07	23.90	11.41	1.09	41.06	1.29	5.37	30.36	43.80	40.80
28/10/2016	25.59	23.26	11.36	1.07	40.65	1.27	5.18	30.72	42.60	39.99
31/10/2016	25.49	22.99	11.40	1.00	40.49	1.27	5.21	30.68	40.20	39.55
01/11/2016	25.29	22.73	11.30	1.01	41.05	1.34	4.86	30.29	36.00	38.16
02/11/2016	24.95	22.22	11.14	1.17	40.58	1.27	4.63	30.01	37.20	37.60
03/11/2016	24.77	22.70	11.03	1.20	34.51	1.27	4.65	29.97	33.60	37.48
04/11/2016	24.91	22.54	11.03	1.17	32.48	1.25	4.71	29.91	35.40	38.11
07/11/2016	25.67	22.84	11.27	1.16	33.76	1.25	4.92	30.55	35.40	38.64
08/11/2016	25.77	23.07	11.16	1.20	33.49	1.25	4.99	30.61	36.00	38.99
09/11/2016	25.95	21.74	10.81	1.11	32.10	1.24	4.79	30.70	36.60	38.01
10/11/2016	26.63	21.58	10.51	1.12	31.95	1.26	4.71	30.84	35.40	37.07
11/11/2016	26.90	20.90	10.44	1.14	32.06	1.25	5.11	30.77	37.20	37.71
14/11/2016	26.72	21.12	10.35	1.14	33.08	1.22	4.98	31.02	37.80	36.29
15/11/2016	26.93	21.30	10.36	1.05	33.19	1.24	4.91	31.35	37.80	36.75
16/11/2016	26.92	21.37	10.22	1.11	32.82	1.21	4.85	31.05	36.60	36.79
17/11/2016	26.97	21.49	10.29	1.13	31.16	1.16	4.80	31.37	36.00	37.73
18/11/2016	26.86	21.50	10.26	1.10	29.21	1.28	4.98	31.19	37.20	37.00
21/11/2016	27.04	21.80	10.37	1.08	29.38	1.22	4.82	31.24	36.60	36.90
22/11/2016	27.31	22.15	10.39	1.09	29.66	1.23	5.05	31.54	35.40	38.23
23/11/2016	27.45	22.30	10.32	1.14	29.78	1.25	5.28	31.38	34.56	38.63
25/11/2016	27.54	22.55	10.45	1.14	30.60	1.24	5.34	31.84	34.80	39.33
28/11/2016	27.37	22.71	10.51	1.13	31.11	1.19	5.38	31.54	33.00	39.22
29/11/2016	27.19	22.16	10.56	1.12	29.95	1.18	4.99	31.55	26.40	37.91
30/11/2016	26.94	21.81	10.61	1.12	30.32	1.20	5.10	31.55	27.00	37.88
01/12/2016	27.49	21.46	10.54	1.11	30.14	1.17	5.00	31.47	24.00	36.38
02/12/2016	27.45	21.59	10.51	1.14	30.15	1.19	5.09	31.59	24.00	36.29
05/12/2016	27.25	21.57	10.51	1.15	32.35	1.16	5.32	31.85	26.40	37.36
06/12/2016	27.30	21.44	10.56	1.37	32.05	1.17	5.46	32.20	24.60	37.17
07/12/2016	27.68	21.25	10.66	1.32	33.59	1.25	5.58	32.56	25.20	38.63
08/12/2016	27.61	21.19	10.46	1.34	33.17	1.22	5.65	32.50	24.60	38.46
09/12/2016	27.83	21.56	10.44	1.32	33.54	1.25	5.85	32.53	25.20	38.44
12/12/2016	27.90	21.54	10.42	1.25	33.70	1.17	5.65	32.45	22.80	38.49
13/12/2016	27.80	21.25	10.54	1.28	33.62	1.17	5.37	32.39	23.40	39.63
14/12/2016	27.59	20.94	10.32	1.20	32.54	1.15	5.24	31.96	22.80	39.74
15/12/2016	27.38	20.73	10.31	1.18	32.61	1.16	5.32	31.94	22.80	39.52
16/12/2016	27.81	20.41	10.39	1.24	35.11	1.18	5.59	31.93	23.40	40.50
19/12/2016	27.96	20.65	10.39	1.30	34.98	1.20	5.80	31.94	25.20	40.55
20/12/2016	28.24	21.14	10.35	1.27	34.47	1.28	5.55	32.06	26.40	41.76
21/12/2016	28.14	21.17	10.43	1.21	33.20	1.36	5.53	32.04	24.60	41.54
22/12/2016	28.08	21.48	10.41	1.23	32.68	1.28	5.44	31.97	23.40	41.69
23/12/2016	28.13	21.54	10.45	1.13	32.62	1.38	5.23	31.97	24.00	42.67
27/12/2016	28.15	21.50	10.52	1.06	33.99	1.26	5.61	32.15	24.00	43.91
28/12/2016	27.97	21.58	10.51	0.98	32.80	1.21	5.44	31.89	22.20	43.95
29/12/2016	27.98	21.54	10.61	0.97	32.57	1.15	5.33	31.84	21.96	42.94
30/12/2016	27.88	21.75	10.71	1.01	32.09	1.15	5.31	31.91	21.00	42.74
03/01/2017	27.96	22.01	10.74	1.05	33.54	1.20	5.59	32.14	21.60	43.40
04/01/2017	27.97	22.54	10.83	1.15	34.17	1.21	5.82	32.58	22.80	45.40
05/01/2017	27.81	22.47	10.92	1.12	33.88	1.20	5.81	32.54	23.40	45.35
06/01/2017	27.89	22.74	10.81	1.11	33.32	1.19	5.80	32.58	24.00	45.80
09/01/2017	27.76	22.84	10.84	1.11	33.57	1.16	5.67	32.50	23.40	46.26
10/01/2017	27.68	22.89	10.82	1.13	33.39	1.15	6.00	32.69	23.40	45.97
11/01/2017	27.77	23.09	10.88	1.44	35.00	1.16	6.40	32.91	23.40	45.95
12/01/2017	27.70	22.99	10.90	1.36	34.87	1.13	6.17	32.72	22.80	45.92
13/01/2017	27.67	23.23	10.92	1.54	35.75	1.13	6.25	32.94	22.80	47.55
17/01/2017	27.59	23.55	10.97	1.65	35.17	1.23	6.16	32.74	21.60	47.12
18/01/2017	27.56	23.63	10.98	1.89	34.41	1.26	6.10	32.58	21.00	47.67
19/01/2017	27.54	23.54	10.95	1.78	34.42	1.21	5.81	32.46	21.00	48.75
20/01/2017	26.94	23.77	11.05	1.85	34.75	1.23	5.88	32.60	20.40	48.95
23/01/2017	26.25	23.61	11.11	1.70	33.66	1.20	5.59	32.67	19.80	49.78
24/01/2017	26.47	24.02	11.20	1.66	32.53	1.22	5.65	33.05	19.20	50.92
25/01/2017	26.80	23.96	11.23	1.71	32.90	1.25	5.75	33.40	18.00	50.89
26/01/2017	26.75	24.00	11.21	1.64	32.28	1.24	5.70	33.19	18.60	50.50
27/01/2017	26.48	23.48	11.22	1.60	31.48	1.22	5.55	33.31	18.60	50.59
30/01/2017	26.44	26.43	11.14	1.49	31.02	1.28	5.25	32.89	18.00	50.13
31/01/2017	26.21	26.85	11.15	1.49	31.19	1.28	5.29	33.09	18.00	50.39
01/02/2017	26.20	27.41	11.23	1.51	31.79	1.25	5.57	33.15	16.80	49.85
02/02/2017	26.19	27.23	11.21	1.47	31.59	1.28	5.51	33.22	16.80	50.31
03/02/2017	26.21	27.21	11.33	1.43	32.15	1.28	5.66	33.52	16.80	50.27
06/02/2017	26.17	27.10	11.21	1.42	32.13	1.28	5.57	33.19	16.80	51.55
07/02/2017	26.08	26.85	11.16	1.45	31.79	1.26	5.59	33.24	16.80	51.50
08/02/2017	25.97	26.91	11.27	1.54	31.55	1.23	5.74	33.05	15.60	52.42
09/02/2017	26.11	26.73	11.30	1.56	32.23	1.28	5.73	33.29	15.00	53.84
10/02/2017	26.22	27.08	11.32	1.56	32.85	1.26	5.99	33.45	18.00	53.85
13/02/2017	26.51	26.85	11.35	1.51	33.33	1.24	6.06	33.54	19.80	56.12
14/02/2017	26.72	26.72	11.38	1.50	33.92	1.22	6.04	33.38	19.80	56.20
15/02/2017	26.78	26.61	11.44	1.60	34.73	1.23	6.17	33.60	19.80	55.95
16/02/2017	26.87	26.61	11.50	1.61	34.11	1.21	6.04	33.63	20.16	53.79
17/02/2017	26.80	26.51	11.41	1.64	34.84	1.23	5.96	33.72	19.20	54.45
21/02/2017	26.93	26.66	11.44	1.69	36.62	1.17	6.02	33.93	19.56	55.48
22/02/2017	26.76	26.58	11.46	1.61	33.57	1.16	5.83	33.79	19.20	54.70
